R,G,B,Label
83.287841796875,92.509521484375,199.1083984375,strawberry fruit
120.921875,126.688232421875,193.5185546875,strawberry fruit
181.12744140625,183.236328125,241.224853515625,strawberry fruit
164.0654296875,184.60693359375,223.59228515625,strawberry fruit
54.311279296875,58.36181640625,159.150634765625,strawberry fruit
175.1455078125,176.2568359375,235.6201171875,strawberry fruit
73.216064453125,95.110595703125,184.024169921875,strawberry fruit
88.4541015625,98.986083984375,136.0078125,strawberry fruit
126.915283203125,148.854248046875,164.371826171875,strawberry fruit
174.272216796875,178.566162109375,221.228271484375,strawberry fruit
60.34423828125,84.738037109375,148.83984375,strawberry fruit
48.772705078125,80.907958984375,110.2138671875,strawberry fruit
182.078125,190.828125,231.477783203125,strawberry fruit
151.187255859375,165.07861328125,212.7353515625,strawberry fruit
85.209716796875,122.623046875,108.681884765625,strawberry fruit
37.800048828125,54.532470703125,214.717041015625,strawberry fruit
205.84912109375,208.906982421875,234.7236328125,strawberry fruit
37.410400390625,120.031005859375,81.818603515625,strawberry fruit
33.018798828125,49.04931640625,190.29345703125,strawberry fruit
40.123046875,44.116455078125,137.23046875,strawberry fruit
194.660888671875,202.985107421875,231.39599609375,strawberry fruit
32.24853515625,40.32177734375,174.371337890625,strawberry fruit
73.09423828125,85.58935546875,171.85107421875,strawberry fruit
174.27880859375,178.564697265625,221.145263671875,strawberry fruit
69.466796875,95.354736328125,159.771484375,grapes fruit
137.00732421875,142.84375,159.205810546875,grapes fruit
75.40966796875,102.35205078125,92.31640625,grapes fruit
95.74072265625,92.2470703125,91.540771484375,grapes fruit
148.842529296875,190.986328125,176.076904296875,grapes fruit
86.747314453125,154.404296875,146.643798828125,grapes fruit
55.103515625,100.805908203125,96.90673828125,grapes fruit
191.163330078125,184.3369140625,202.83935546875,grapes fruit
150.322265625,190.4814453125,180.085693359375,grapes fruit
96.466796875,61.578857421875,77.463623046875,grapes fruit
58.453125,118.166015625,116.413330078125,grapes fruit
96.633544921875,123.98291015625,99.45947265625,grapes fruit
71.41455078125,170.8779296875,146.755859375,grapes fruit
192.758544921875,184.993408203125,196.72314453125,grapes fruit
43.046875,75.697998046875,151.447265625,grapes fruit
84.279052734375,108.61669921875,119.353271484375,grapes fruit
87.7099609375,74.79638671875,125.047119140625,grapes fruit
158.337646484375,172.66259765625,166.753662109375,grapes fruit
145.8583984375,98.298095703125,150.15673828125,grapes fruit
187.1513671875,187.8232421875,182.602294921875,grapes fruit
182.8203125,184.325439453125,211.145751953125,grapes fruit
56.546142578125,146.54638671875,117.7236328125,grapes fruit
56.3076171875,90.72705078125,116.779296875,grapes fruit
45.1279296875,66.581298828125,150.625244140625,grapes fruit
63.00634765625,122.028564453125,100.05126953125,grapes fruit
39.3359375,96.7421875,92.22314453125,grapes fruit
60.7509765625,73.482666015625,76.39501953125,grapes fruit
97.375732421875,160.655029296875,168.227294921875,grapes fruit
159.515380859375,190.97802734375,198.875,grapes fruit
102.801025390625,142.578369140625,157.139404296875,grapes fruit
111.893798828125,146.39501953125,139.882568359375,grapes fruit
139.949951171875,160.30615234375,154.740966796875,grapes fruit
178.1826171875,225.03857421875,221.88671875,grapes fruit
109.18359375,153.958251953125,140.71630859375,grapes fruit
48.0185546875,109.9091796875,100.830810546875,grapes fruit
61.2177734375,74.06640625,75.03369140625,grapes fruit
83.671875,125.332275390625,125.863037109375,grapes fruit
177.85302734375,151.093505859375,168.7119140625,grapes fruit
79.39111328125,139.399658203125,95.047119140625,grapes fruit
109.841552734375,117.61328125,115.673583984375,grapes fruit
195.9931640625,216.7490234375,209.361083984375,kiwi fruit
156.475341796875,192.659423828125,194.0703125,kiwi fruit
74.270751953125,132.251953125,146.632568359375,kiwi fruit
181.91357421875,198.568359375,201.52294921875,kiwi fruit
137.031005859375,188.878173828125,192.4033203125,kiwi fruit
100.707763671875,166.642822265625,151.306396484375,kiwi fruit
149.448974609375,206.644287109375,197.282470703125,kiwi fruit
168.449951171875,203.4873046875,212.092529296875,kiwi fruit
129.41552734375,187.047607421875,181.3447265625,kiwi fruit
156.935546875,199.901611328125,195.63720703125,kiwi fruit
151.88720703125,177.355712890625,190.376953125,kiwi fruit
131.288818359375,207.16064453125,204.378173828125,kiwi fruit
166.845458984375,200.81689453125,208.3095703125,kiwi fruit
23.28955078125,169.88037109375,161.739501953125,kiwi fruit
165.983642578125,196.5927734375,189.1064453125,kiwi fruit
183.62255859375,212.3662109375,210.818359375,kiwi fruit
89.259765625,104.023193359375,138.9453125,kiwi fruit
170.86083984375,208.667236328125,209.8046875,kiwi fruit
210.5966796875,229.506103515625,227.12841796875,kiwi fruit
141.7587890625,182.0576171875,179.67236328125,kiwi fruit
61.982177734375,165.400390625,100.736328125,kiwi fruit
169.384033203125,201.75146484375,203.602294921875,kiwi fruit
197.64404296875,224.28369140625,226.50146484375,kiwi fruit
47.999267578125,105.014892578125,136.468505859375,kiwi fruit
31.203857421875,102.613037109375,142.865478515625,kiwi fruit
154.90087890625,198.986572265625,207.78515625,kiwi fruit
145.05615234375,185.6630859375,189.6669921875,kiwi fruit
69.126708984375,122.3662109375,133.10986328125,kiwi fruit
38.674560546875,174.48583984375,171.5908203125,kiwi fruit
147.155517578125,179.6181640625,179.45263671875,kiwi fruit
156.703125,203.0009765625,206.24462890625,kiwi fruit
152.915283203125,193.833984375,190.73095703125,kiwi fruit
188.96533203125,221.932861328125,223.29833984375,kiwi fruit
160.55029296875,201.22265625,217.807861328125,kiwi fruit
179.083740234375,218.520751953125,221.162841796875,kiwi fruit
142.844482421875,182.51513671875,180.3583984375,kiwi fruit
195.7109375,224.620849609375,218.767822265625,kiwi fruit
157.583984375,206.611328125,201.304443359375,kiwi fruit
165.6181640625,192.110595703125,214.26171875,kiwi fruit
152.806396484375,204.74072265625,198.783203125,kiwi fruit
77.300048828125,140.637451171875,189.75634765625,chickoo fruit
202.918701171875,209.89892578125,216.861083984375,chickoo fruit
193.093505859375,207.10498046875,219.372802734375,chickoo fruit
118.515869140625,158.6435546875,191.01220703125,chickoo fruit
113.5810546875,175.720947265625,214.494140625,chickoo fruit
102.635009765625,145.8505859375,192.236572265625,chickoo fruit
191.610107421875,213.43603515625,229.265869140625,chickoo fruit
215.4775390625,235.404541015625,215.584228515625,chickoo fruit
38.785888671875,86.296630859375,127.94091796875,chickoo fruit
87.33056640625,114.962158203125,78.843017578125,chickoo fruit
153.6943359375,179.7490234375,202.20263671875,chickoo fruit
49.47021484375,118.404541015625,107.990478515625,chickoo fruit
87.6748046875,143.0244140625,149.333251953125,chickoo fruit
101.805908203125,132.626708984375,158.02490234375,chickoo fruit
124.979736328125,137.610595703125,149.85009765625,chickoo fruit
143.266845703125,183.161865234375,210.867431640625,chickoo fruit
86.540283203125,138.892578125,100.195068359375,chickoo fruit
114.977783203125,138.718994140625,164.801513671875,chickoo fruit
64.578125,106.154052734375,101.660400390625,chickoo fruit
164.818603515625,190.2177734375,216.20361328125,chickoo fruit
132.464111328125,132.470458984375,140.486328125,chickoo fruit
82.03466796875,108.19970703125,148.821044921875,chickoo fruit
77.427001953125,141.146484375,127.218017578125,chickoo fruit
179.63330078125,216.31982421875,237.12548828125,chickoo fruit
129.3203125,161.05908203125,182.5087890625,chickoo fruit
146.864013671875,173.276611328125,194.146484375,chickoo fruit
114.126953125,129.083984375,122.71484375,chickoo fruit
39.086181640625,63.425048828125,92.779052734375,chickoo fruit
43.997314453125,97.773681640625,94.990478515625,chickoo fruit
62.222412109375,115.681640625,141.370849609375,chickoo fruit
55.353515625,106.261962890625,170.79931640625,chickoo fruit
118.6025390625,109.062744140625,83.624267578125,chickoo fruit
120.048828125,145.62255859375,200.84912109375,chickoo fruit
85.050048828125,125.09375,130.6494140625,chickoo fruit
29.312255859375,93.039794921875,85.293212890625,chickoo fruit
77.433349609375,141.099853515625,127.06884765625,chickoo fruit
92.14501953125,162.313720703125,209.129150390625,chickoo fruit
164.86767578125,191.749755859375,202.661376953125,chickoo fruit
186.948486328125,215.646728515625,234.584228515625,chickoo fruit
132.434814453125,176.526611328125,213.583251953125,chickoo fruit
39.9609375,55.979736328125,106.82080078125,apple fruit
95.404541015625,144.7314453125,171.75244140625,apple fruit
133.032958984375,136.82080078125,194.64501953125,apple fruit
195.849609375,205.3701171875,235.4365234375,apple fruit
210.60302734375,210.341796875,232.18505859375,apple fruit
97.39599609375,100.446044921875,172.93017578125,apple fruit
33.64599609375,40.19189453125,93.973876953125,apple fruit
182.8173828125,225.052978515625,211.837646484375,apple fruit
161.043701171875,156.47998046875,202.953125,apple fruit
46.756591796875,58.814208984375,100.235595703125,apple fruit
150.252685546875,165.2177734375,223.767333984375,apple fruit
193.959716796875,197.76611328125,227.4443359375,apple fruit
189.3349609375,172.568115234375,207.22216796875,apple fruit
23.30712890625,40.64208984375,71.988037109375,apple fruit
84.052001953125,120.772216796875,107.414794921875,apple fruit
211.7236328125,214.46142578125,234.49755859375,apple fruit
70.13525390625,99.849853515625,117.5498046875,apple fruit
102.407958984375,101.30224609375,164.09912109375,apple fruit
150.09912109375,148.60302734375,198.168701171875,apple fruit
153.29833984375,211.722900390625,202.5078125,apple fruit
7.666748046875,117.840576171875,182.30224609375,apple fruit
41.549072265625,75.11669921875,155.539794921875,apple fruit
135.699462890625,148.902587890625,205.37939453125,apple fruit
136.01708984375,169.275390625,198.73779296875,apple fruit
168.304931640625,177.2470703125,222.263671875,apple fruit
196.655517578125,200.240966796875,234.6767578125,apple fruit
161.838623046875,180.9931640625,204.462646484375,apple fruit
53.80224609375,76.8134765625,139.1318359375,apple fruit
33.37353515625,88.532470703125,79.034423828125,apple fruit
196.16064453125,205.69580078125,234.262939453125,apple fruit
153.48779296875,174.2060546875,223.326904296875,apple fruit
157.1923828125,148.586669921875,204.708984375,apple fruit
102.934814453125,106.739990234375,224.419189453125,apple fruit
149.224853515625,151.231201171875,201.466796875,apple fruit
137.632568359375,133.986572265625,190.846923828125,apple fruit
108.998046875,107.769287109375,195.479248046875,apple fruit
46.671875,99.791259765625,132.5126953125,apple fruit
188.426025390625,172.02685546875,208.757080078125,apple fruit
155.444091796875,172.5341796875,222.37060546875,apple fruit
141.301025390625,135.723876953125,189.33642578125,apple fruit
15.093505859375,111.49560546875,131.236572265625,banana fruit
149.03955078125,224.330322265625,237.90283203125,banana fruit
40.50634765625,177.182373046875,192.077392578125,banana fruit
146.345947265625,221.1953125,241.455810546875,banana fruit
177.82421875,228.10107421875,241.501953125,banana fruit
169.024658203125,216.384521484375,226.783203125,banana fruit
174.36181640625,218.4052734375,235.832763671875,banana fruit
22.25146484375,151.31005859375,138.27587890625,banana fruit
124.924560546875,192.651611328125,211.117431640625,banana fruit
174.87451171875,232.901611328125,245.017822265625,banana fruit
195.7021484375,230.624755859375,243.73388671875,banana fruit
189.45703125,232.162353515625,245.942138671875,banana fruit
48.350830078125,150.845947265625,146.312255859375,banana fruit
25.164306640625,157.68408203125,179.797119140625,banana fruit
72.503662109375,118.14501953125,108.25048828125,banana fruit
162.535400390625,228.513916015625,233.4833984375,banana fruit
176.773193359375,216.8447265625,230.8271484375,banana fruit
180.733642578125,204.96142578125,214.5625,banana fruit
10.947265625,185.76513671875,234.64990234375,banana fruit
36.339599609375,75.46240234375,69.4609375,banana fruit
142.481689453125,226.246337890625,245.23388671875,banana fruit
161.23388671875,207.04541015625,226.866455078125,banana fruit
181.961181640625,228.14453125,219.324951171875,banana fruit
75.45458984375,127.734375,140.215576171875,banana fruit
171.602783203125,223.68408203125,242.177001953125,banana fruit
42.64453125,71.505859375,98.829833984375,banana fruit
175.768798828125,222.412841796875,237.35498046875,banana fruit
27.20068359375,120.658447265625,121.06494140625,banana fruit
203.9609375,235.2509765625,245.986572265625,banana fruit
172.566650390625,229.687744140625,243.3564453125,banana fruit
142.861572265625,226.405029296875,245.370849609375,banana fruit
174.837890625,232.898193359375,244.9912109375,banana fruit
142.861572265625,226.405029296875,245.370849609375,banana fruit
186.234619140625,232.02685546875,245.904052734375,banana fruit
31.310791015625,82.4501953125,124.569580078125,banana fruit
137.358154296875,213.487060546875,231.85302734375,banana fruit
172.204345703125,232.324462890625,244.885009765625,banana fruit
40.426025390625,177.209716796875,192.0556640625,banana fruit
130.514892578125,209.093505859375,244.985595703125,banana fruit
101.01171875,166.259521484375,179.519775390625,banana fruit
230.112060546875,232.2109375,244.06689453125,cherry fruit
173.3798828125,162.249755859375,182.915771484375,cherry fruit
185.955322265625,191.9677734375,216.31298828125,cherry fruit
86.1572265625,126.875,134.21044921875,cherry fruit
64.98486328125,84.524169921875,161.492919921875,cherry fruit
141.806396484375,189.360595703125,201.06787109375,cherry fruit
103.42138671875,123.510986328125,140.78466796875,cherry fruit
53.1474609375,43.78173828125,180.230712890625,cherry fruit
57.500732421875,141.417236328125,126.13134765625,cherry fruit
54.4609375,59.251708984375,119.11083984375,cherry fruit
185.09521484375,189.279296875,220.68701171875,cherry fruit
197.416748046875,195.5595703125,226.93359375,cherry fruit
52.44970703125,78.219970703125,161.6240234375,cherry fruit
79.526123046875,119.42919921875,131.327880859375,cherry fruit
62.967529296875,115.574462890625,103.937744140625,cherry fruit
183.165771484375,183.04345703125,207.826171875,cherry fruit
174.35302734375,176.306396484375,196.33740234375,cherry fruit
86.7666015625,102.813720703125,117.90380859375,cherry fruit
64.707275390625,107.1787109375,108.782470703125,cherry fruit
62.847900390625,95.6328125,100.84765625,cherry fruit
206.69482421875,211.382080078125,228.450927734375,cherry fruit
68.305908203125,100.605224609375,125.380615234375,cherry fruit
38.20068359375,101.27587890625,114.309326171875,cherry fruit
58.58056640625,88.9072265625,131.848876953125,cherry fruit
130.515869140625,166.856689453125,221.373779296875,cherry fruit
65.90283203125,109.167724609375,98.54541015625,cherry fruit
172.095703125,162.902099609375,212.96435546875,cherry fruit
184.99853515625,186.232421875,206.85107421875,cherry fruit
136.654052734375,148.460693359375,216.409423828125,cherry fruit
62.860595703125,115.596923828125,103.913330078125,cherry fruit
85.75439453125,78.61962890625,167.94140625,cherry fruit
66.996337890625,141.934814453125,111.155517578125,cherry fruit
197.087890625,200.08447265625,224.71533203125,cherry fruit
121.64794921875,127.96826171875,160.44580078125,cherry fruit
25.05859375,24.199951171875,58.509521484375,cherry fruit
245.5341796875,245.2001953125,251.144775390625,cherry fruit
92.294677734375,114.879150390625,90.635498046875,cherry fruit
172.095703125,162.902099609375,212.96435546875,cherry fruit
86.265869140625,127.026123046875,134.333740234375,cherry fruit
38.8701171875,32.7470703125,129.870361328125,cherry fruit
162.5341796875,207.687255859375,232.552490234375,mango fruit
67.919189453125,113.847412109375,104.186767578125,mango fruit
170.612060546875,209.462646484375,236.48681640625,mango fruit
176.77099609375,201.837890625,223.86279296875,mango fruit
87.465576171875,145.052734375,135.135009765625,mango fruit
154.123046875,203.6162109375,238.115234375,mango fruit
54.780029296875,155.756591796875,184.228759765625,mango fruit
116.234619140625,169.62060546875,241.9306640625,mango fruit
138.341796875,200.783447265625,233.79736328125,mango fruit
59.952880859375,132.67041015625,168.00537109375,mango fruit
137.6865234375,191.0048828125,230.17822265625,mango fruit
157.381591796875,211.0615234375,241.905517578125,mango fruit
163.000244140625,207.835205078125,232.400634765625,mango fruit
63.60400390625,160.85009765625,195.6884765625,mango fruit
39.5224609375,141.9091796875,127.899169921875,mango fruit
46.5869140625,96.94384765625,118.016845703125,mango fruit
78.908203125,103.493896484375,123.601806640625,mango fruit
85.907470703125,125.784912109375,109.60009765625,mango fruit
46.75244140625,96.95556640625,117.95751953125,mango fruit
69.709228515625,99.121337890625,156.752197265625,mango fruit
58.480712890625,130.25,102.29833984375,mango fruit
94.880126953125,131.942138671875,165.329345703125,mango fruit
66.291015625,102.933837890625,104.642333984375,mango fruit
141.7646484375,203.974853515625,225.255126953125,mango fruit
44.85546875,187.329345703125,244.56103515625,mango fruit
154.970458984375,206.575927734375,237.461669921875,mango fruit
38.826904296875,101.028076171875,149.306396484375,mango fruit
168.7607421875,212.518798828125,211.80029296875,mango fruit
39.15673828125,119.19140625,154.778076171875,mango fruit
43.81201171875,170.879638671875,234.96435546875,mango fruit
110.1611328125,172.098876953125,215.803466796875,mango fruit
90.14501953125,166.4033203125,180.9638671875,mango fruit
54.634765625,163.493896484375,226.889404296875,mango fruit
59.71533203125,77.342041015625,64.011474609375,mango fruit
89.873046875,129.4150390625,193.075439453125,mango fruit
147.739013671875,202.133544921875,228.138671875,mango fruit
164.193603515625,204.93798828125,234.774169921875,mango fruit
65.22412109375,186.26953125,220.91357421875,mango fruit
178.923828125,214.87744140625,235.616455078125,mango fruit
76.6494140625,140.197998046875,107.262451171875,mango fruit
